unique_key,collected_at_utc,ticker,company_name,cik,form,filing_date,report_date,accession_number,filing_url,transaction_table,transaction_date,transaction_code,security_title,shares,price,total_amount,shares_owned_after,ownership_type,reporting_owner,relationship,is_director,is_officer,is_ten_percent_owner,officer_title,source
MU|0001242654-26-000015|nonDerivative|2026-08-21|MEHROTRA SANJAY|S|Common Stock|1047.00|971.78|D,2026-08-26 01:53:32+0000,MU,MICRON TECHNOLOGY INC,0000723125,4,2026-08-25,2026-08-21,0001242654-26-000015,https://www.sec.gov/Archives/edgar/data/723125/000124265426000015/primarydocument.xml,nonDerivative,2026-08-21,S,Common Stock,1047.00,971.78,1017453.6599999999,273085.00,D,MEHROTRA SANJAY,President and CEO,true,true,false,President and CEO,SEC EDGAR
MU|0001242654-26-000015|nonDerivative|2026-08-21|MEHROTRA SANJAY|S|Common Stock|301.00|972.78|D,2026-08-26 01:53:32+0000,MU,MICRON TECHNOLOGY INC,0000723125,4,2026-08-25,2026-08-21,0001242654-26-000015,https://www.sec.gov/Archives/edgar/data/723125/000124265426000015/primarydocument.xml,nonDerivative,2026-08-21,S,Common Stock,301.00,972.78,292806.77999999997,272784.00,D,MEHROTRA SANJAY,President and CEO,true,true,false,President and CEO,SEC EDGAR
MU|0001242654-26-000015|nonDerivative|2026-08-21|MEHROTRA SANJAY|S|Common Stock|337.00|974.17|D,2026-08-26 01:53:32+0000,MU,MICRON TECHNOLOGY INC,0000723125,4,2026-08-25,2026-08-21,0001242654-26-000015,https://www.sec.gov/Archives/edgar/data/723125/000124265426000015/primarydocument.xml,nonDerivative,2026-08-21,S,Common Stock,337.00,974.17,328295.29,272447.00,D,MEHROTRA SANJAY,President and CEO,true,true,false,President and CEO,SEC EDGAR
MU|0001242654-26-000015|nonDerivative|2026-08-21|MEHROTRA SANJAY|S|Common Stock|863.00|975.75|D,2026-08-26 01:53:32+0000,MU,MICRON TECHNOLOGY INC,0000723125,4,2026-08-25,2026-08-21,0001242654-26-000015,https://www.sec.gov/Archives/edgar/data/723125/000124265426000015/primarydocument.xml,nonDerivative,2026-08-21,S,Common Stock,863.00,975.75,842072.25,271584.00,D,MEHROTRA SANJAY,President and CEO,true,true,false,President and CEO,SEC EDGAR
MU|0001242654-26-000015|nonDerivative|2026-08-21|MEHROTRA SANJAY|S|Common Stock|1127.00|976.80|D,2026-08-26 01:53:32+0000,MU,MICRON TECHNOLOGY INC,0000723125,4,2026-08-25,2026-08-21,0001242654-26-000015,https://www.sec.gov/Archives/edgar/data/723125/000124265426000015/primarydocument.xml,nonDerivative,2026-08-21,S,Common Stock,1127.00,976.80,1100853.5999999999,270457.00,D,MEHROTRA SANJAY,President and CEO,true,true,false,President and CEO,SEC EDGAR
MU|0001242654-26-000015|nonDerivative|2026-08-21|MEHROTRA SANJAY|S|Common Stock|664.00|978.02|D,2026-08-26 01:53:32+0000,MU,MICRON TECHNOLOGY INC,0000723125,4,2026-08-25,2026-08-21,0001242654-26-000015,https://www.sec.gov/Archives/edgar/data/723125/000124265426000015/primarydocument.xml,nonDerivative,2026-08-21,S,Common Stock,664.00,978.02,649405.28,269793.00,D,MEHROTRA SANJAY,President and CEO,true,true,false,President and CEO,SEC EDGAR
MU|0001242654-26-000015|nonDerivative|2026-08-21|MEHROTRA SANJAY|S|Common Stock|1091.00|979.20|D,2026-08-26 01:53:32+0000,MU,MICRON TECHNOLOGY INC,0000723125,4,2026-08-25,2026-08-21,0001242654-26-000015,https://www.sec.gov/Archives/edgar/data/723125/000124265426000015/primarydocument.xml,nonDerivative,2026-08-21,S,Common Stock,1091.00,979.20,1068307.2,268702.00,D,MEHROTRA SANJAY,President and CEO,true,true,false,President and CEO,SEC EDGAR
MU|0001242654-26-000015|nonDerivative|2026-08-21|MEHROTRA SANJAY|S|Common Stock|458.00|980.00|D,2026-08-26 01:53:32+0000,MU,MICRON TECHNOLOGY INC,0000723125,4,2026-08-25,2026-08-21,0001242654-26-000015,https://www.sec.gov/Archives/edgar/data/723125/000124265426000015/primarydocument.xml,nonDerivative,2026-08-21,S,Common Stock,458.00,980.00,448840.0,268244.00,D,MEHROTRA SANJAY,President and CEO,true,true,false,President and CEO,SEC EDGAR
MU|0001242654-26-000015|nonDerivative|2026-08-21|MEHROTRA SANJAY|S|Common Stock|716.00|981.92|D,2026-08-26 01:53:32+0000,MU,MICRON TECHNOLOGY INC,0000723125,4,2026-08-25,2026-08-21,0001242654-26-000015,https://www.sec.gov/Archives/edgar/data/723125/000124265426000015/primarydocument.xml,nonDerivative,2026-08-21,S,Common Stock,716.00,981.92,703054.72,267528.00,D,MEHROTRA SANJAY,President and CEO,true,true,false,President and CEO,SEC EDGAR
MU|0001242654-26-000015|nonDerivative|2026-08-21|MEHROTRA SANJAY|S|Common Stock|1354.00|983.11|D,2026-08-26 01:53:32+0000,MU,MICRON TECHNOLOGY INC,0000723125,4,2026-08-25,2026-08-21,0001242654-26-000015,https://www.sec.gov/Archives/edgar/data/723125/000124265426000015/primarydocument.xml,nonDerivative,2026-08-21,S,Common Stock,1354.00,983.11,1331130.94,266174.00,D,MEHROTRA SANJAY,President and CEO,true,true,false,President and CEO,SEC EDGAR
MU|0001242654-26-000015|nonDerivative|2026-08-21|MEHROTRA SANJAY|S|Common Stock|637.00|984.12|D,2026-08-26 01:53:32+0000,MU,MICRON TECHNOLOGY INC,0000723125,4,2026-08-25,2026-08-21,0001242654-26-000015,https://www.sec.gov/Archives/edgar/data/723125/000124265426000015/primarydocument.xml,nonDerivative,2026-08-21,S,Common Stock,637.00,984.12,626884.4400000001,265537.00,D,MEHROTRA SANJAY,President and CEO,true,true,false,President and CEO,SEC EDGAR
MU|0001242654-26-000015|nonDerivative|2026-08-21|MEHROTRA SANJAY|S|Common Stock|84.00|985.40|D,2026-08-26 01:53:32+0000,MU,MICRON TECHNOLOGY INC,0000723125,4,2026-08-25,2026-08-21,0001242654-26-000015,https://www.sec.gov/Archives/edgar/data/723125/000124265426000015/primarydocument.xml,nonDerivative,2026-08-21,S,Common Stock,84.00,985.40,82773.59999999999,265453.00,D,MEHROTRA SANJAY,President and CEO,true,true,false,President and CEO,SEC EDGAR
MU|0001242654-26-000015|nonDerivative|2026-08-21|MEHROTRA SANJAY|S|Common Stock|341.00|986.24|D,2026-08-26 01:53:32+0000,MU,MICRON TECHNOLOGY INC,0000723125,4,2026-08-25,2026-08-21,0001242654-26-000015,https://www.sec.gov/Archives/edgar/data/723125/000124265426000015/primarydocument.xml,nonDerivative,2026-08-21,S,Common Stock,341.00,986.24,336307.84,265112.00,D,MEHROTRA SANJAY,President and CEO,true,true,false,President and CEO,SEC EDGAR
MU|0001242654-26-000015|nonDerivative|2026-08-21|MEHROTRA SANJAY|S|Common Stock|351.00|988.10|D,2026-08-26 01:53:32+0000,MU,MICRON TECHNOLOGY INC,0000723125,4,2026-08-25,2026-08-21,0001242654-26-000015,https://www.sec.gov/Archives/edgar/data/723125/000124265426000015/primarydocument.xml,nonDerivative,2026-08-21,S,Common Stock,351.00,988.10,346823.10000000003,264761.00,D,MEHROTRA SANJAY,President and CEO,true,true,false,President and CEO,SEC EDGAR
MU|0001242654-26-000015|nonDerivative|2026-08-21|MEHROTRA SANJAY|S|Common Stock|258.00|989.59|D,2026-08-26 01:53:32+0000,MU,MICRON TECHNOLOGY INC,0000723125,4,2026-08-25,2026-08-21,0001242654-26-000015,https://www.sec.gov/Archives/edgar/data/723125/000124265426000015/primarydocument.xml,nonDerivative,2026-08-21,S,Common Stock,258.00,989.59,255314.22,264503.00,D,MEHROTRA SANJAY,President and CEO,true,true,false,President and CEO,SEC EDGAR
MTB|0001628280-26-058824|nonDerivative|2026-08-21|Seseri Rudina|S|Common Stock|623|241.045|D,2026-08-26 01:53:32+0000,MTB,M&T BANK CORP,0000036270,4,2026-08-25,2026-08-21,0001628280-26-058824,https://www.sec.gov/Archives/edgar/data/36270/000162828026058824/wk-form4_1787680812.xml,nonDerivative,2026-08-21,S,Common Stock,623,241.045,150171.035,3648.963,D,Seseri Rudina,Director,1,0,0,,SEC EDGAR
MPWR|0001214659-26-010853|nonDerivative|2026-08-24|CHANG KUO WEI HERBERT|S|Common Stock|50|1281.57|D,2026-08-26 01:53:32+0000,MPWR,"MONOLITHIC POWER SYSTEMS, INC.",0001280452,4,2026-08-25,2026-08-24,0001214659-26-010853,https://www.sec.gov/Archives/edgar/data/1280452/000121465926010853/marketforms-73899.xml,nonDerivative,2026-08-24,S,Common Stock,50,1281.57,64078.5,515,D,CHANG KUO WEI HERBERT,,true,false,false,,SEC EDGAR
MKC|0000063754-26-000298|nonDerivative|2026-07-20|Piper Sarah|J|Common Stock - Voting|20.52|52.22|D,2026-08-26 01:53:32+0000,MKC,MCCORMICK & CO INC,0000063754,4,2026-08-25,2026-07-20,0000063754-26-000298,https://www.sec.gov/Archives/edgar/data/63754/000006375426000298/form4.xml,nonDerivative,2026-07-20,J,Common Stock - Voting,20.52,52.22,1071.5544,9058.46,D,Piper Sarah,"Officer, Chief Human Relations Officer",0,1,0,Chief Human Relations Officer,SEC EDGAR
MKC|0000063754-26-000298|derivative|2026-07-20|Piper Sarah|J|Phantom Stock|43.223|52.24|I,2026-08-26 01:53:32+0000,MKC,MCCORMICK & CO INC,0000063754,4,2026-08-25,2026-07-20,0000063754-26-000298,https://www.sec.gov/Archives/edgar/data/63754/000006375426000298/form4.xml,derivative,2026-07-20,J,Phantom Stock,43.223,52.24,2257.96952,4892.209,I,Piper Sarah,"Officer, Chief Human Relations Officer",0,1,0,Chief Human Relations Officer,SEC EDGAR
MKC|0000063754-26-000298|derivative|2026-08-24|Piper Sarah|A|Phantom Stock|45.168|56.20|I,2026-08-26 01:53:32+0000,MKC,MCCORMICK & CO INC,0000063754,4,2026-08-25,2026-07-20,0000063754-26-000298,https://www.sec.gov/Archives/edgar/data/63754/000006375426000298/form4.xml,derivative,2026-08-24,A,Phantom Stock,45.168,56.20,2538.4416,4937.377,I,Piper Sarah,"Officer, Chief Human Relations Officer",0,1,0,Chief Human Relations Officer,SEC EDGAR
MKC|0000063754-26-000296|nonDerivative|2026-07-20|Foley Brendan M|J|Common Stock - Non Voting|11|51.425|D,2026-08-26 01:53:32+0000,MKC,MCCORMICK & CO INC,0000063754,4,2026-08-25,2026-07-20,0000063754-26-000296,https://www.sec.gov/Archives/edgar/data/63754/000006375426000296/form4.xml,nonDerivative,2026-07-20,J,Common Stock - Non Voting,11,51.425,565.675,1765,D,Foley Brendan M,"Director, Officer, Chairman, President & CEO",1,1,0,"Chairman, President & CEO",SEC EDGAR
MKC|0000063754-26-000296|nonDerivative|2026-07-22|Foley Brendan M|J|Common Stock - Non Voting|5|52.90|D,2026-08-26 01:53:32+0000,MKC,MCCORMICK & CO INC,0000063754,4,2026-08-25,2026-07-20,0000063754-26-000296,https://www.sec.gov/Archives/edgar/data/63754/000006375426000296/form4.xml,nonDerivative,2026-07-22,J,Common Stock - Non Voting,5,52.90,264.5,1770,D,Foley Brendan M,"Director, Officer, Chairman, President & CEO",1,1,0,"Chairman, President & CEO",SEC EDGAR
MKC|0000063754-26-000296|derivative|2026-07-20|Foley Brendan M|J|Phantom Stock|130.215|52.24|I,2026-08-26 01:53:32+0000,MKC,MCCORMICK & CO INC,0000063754,4,2026-08-25,2026-07-20,0000063754-26-000296,https://www.sec.gov/Archives/edgar/data/63754/000006375426000296/form4.xml,derivative,2026-07-20,J,Phantom Stock,130.215,52.24,6802.431600000001,14444.853,I,Foley Brendan M,"Director, Officer, Chairman, President & CEO",1,1,0,"Chairman, President & CEO",SEC EDGAR
MKC|0000063754-26-000296|derivative|2026-08-24|Foley Brendan M|A|Phantom Stock|44.604|56.20|I,2026-08-26 01:53:32+0000,MKC,MCCORMICK & CO INC,0000063754,4,2026-08-25,2026-07-20,0000063754-26-000296,https://www.sec.gov/Archives/edgar/data/63754/000006375426000296/form4.xml,derivative,2026-08-24,A,Phantom Stock,44.604,56.20,2506.7448,14489.457,I,Foley Brendan M,"Director, Officer, Chairman, President & CEO",1,1,0,"Chairman, President & CEO",SEC EDGAR
LYV|0001439115-26-000007|nonDerivative|2026-08-24|Capo Brian|S|Common Stock|2900|184|D,2026-08-26 01:53:32+0000,LYV,"Live Nation Entertainment, Inc.",0001335258,4,2026-08-25,2026-08-24,0001439115-26-000007,https://www.sec.gov/Archives/edgar/data/1335258/000143911526000007/wk-form4_1787691889.xml,nonDerivative,2026-08-24,S,Common Stock,2900,184,533600.0,8655,D,Capo Brian,"Officer, Chief Accounting Officer",0,1,0,Chief Accounting Officer,SEC EDGAR
LUV|0000092380-26-000100|nonDerivative|2026-08-21|Martinez Jimmy Ryan|F|Common Stock|179|40.38|D,2026-08-26 01:53:32+0000,LUV,SOUTHWEST AIRLINES CO,0000092380,4,2026-08-25,2026-08-21,0000092380-26-000100,https://www.sec.gov/Archives/edgar/data/92380/000009238026000100/wk-form4_1787691545.xml,nonDerivative,2026-08-21,F,Common Stock,179,40.38,7228.02,25244,D,Martinez Jimmy Ryan,"Officer, Principal Accounting Officer",0,1,0,Principal Accounting Officer,SEC EDGAR
KEYS|0001142618-26-000005|nonDerivative|2026-08-21|NYE JEAN MCCLUNG|S|Common Stock|3000|319.22|D,2026-08-26 01:53:32+0000,KEYS,"Keysight Technologies, Inc.",0001601046,4,2026-08-25,2026-08-21,0001142618-26-000005,https://www.sec.gov/Archives/edgar/data/1601046/000114261826000005/wk-form4_1787652786.xml,nonDerivative,2026-08-21,S,Common Stock,3000,319.22,957660.0000000001,35751.53,D,NYE JEAN MCCLUNG,Director,1,0,0,,SEC EDGAR
HST|0001070750-26-000130|nonDerivative|2026-08-21|LENTZ MICHAEL E|S|Common Stock|56757|23.2629|D,2026-08-26 01:53:32+0000,HST,"HOST HOTELS & RESORTS, INC.",0001070750,4,2026-08-25,2026-08-21,0001070750-26-000130,https://www.sec.gov/Archives/edgar/data/1070750/000107075026000130/edgardoc.xml,nonDerivative,2026-08-21,S,Common Stock,56757,23.2629,1320332.4153,274779.1449,D,LENTZ MICHAEL E,"Officer, EVP, Development, D&C",0,1,0,"EVP, Development, D&C",SEC EDGAR
"HOOD|0001783879-26-000134|nonDerivative|2026-08-21|Robinhood Markets, Inc.|S|Common Shares of Beneficial Interest|5362|26.99|D",2026-08-26 01:53:32+0000,HOOD,"Robinhood Markets, Inc.",0001783879,4,2026-08-25,2026-08-21,0001783879-26-000134,https://www.sec.gov/Archives/edgar/data/1783879/000178387926000134/wk-form4_1787689935.xml,nonDerivative,2026-08-21,S,Common Shares of Beneficial Interest,5362,26.99,144720.38,13016372,D,"Robinhood Markets, Inc.",10% Owner,0,0,1,,SEC EDGAR
"HOOD|0001783879-26-000134|nonDerivative|2026-08-24|Robinhood Markets, Inc.|S|Common Shares of Beneficial Interest|4805|26.63|D",2026-08-26 01:53:32+0000,HOOD,"Robinhood Markets, Inc.",0001783879,4,2026-08-25,2026-08-21,0001783879-26-000134,https://www.sec.gov/Archives/edgar/data/1783879/000178387926000134/wk-form4_1787689935.xml,nonDerivative,2026-08-24,S,Common Shares of Beneficial Interest,4805,26.63,127957.15,13011567,D,"Robinhood Markets, Inc.",10% Owner,0,0,1,,SEC EDGAR
GEN|0000849399-26-000040|nonDerivative|2026-08-21|Vlcek Ondrej|S|Common Stock|47462|29.0002|D,2026-08-26 01:53:32+0000,GEN,Gen Digital Inc.,0000849399,4,2026-08-25,2026-08-21,0000849399-26-000040,https://www.sec.gov/Archives/edgar/data/849399/000084939926000040/wk-form4_1787693086.xml,nonDerivative,2026-08-21,S,Common Stock,47462,29.0002,1376407.4923999999,3685262,D,Vlcek Ondrej,Director,1,0,0,,SEC EDGAR
FIS|0001628280-26-058908|derivative|2026-08-21|Keller Charles H.|A|Restricted Stock Units|1367|0|D,2026-08-26 01:53:32+0000,FIS,"Fidelity National Information Services, Inc.",0001136893,4,2026-08-25,2026-08-21,0001628280-26-058908,https://www.sec.gov/Archives/edgar/data/1136893/000162828026058908/wk-form4_1787689824.xml,derivative,2026-08-21,A,Restricted Stock Units,1367,0,0.0,1367,D,Keller Charles H.,"Officer, Chief Legal Officer",0,1,0,Chief Legal Officer,SEC EDGAR
FICO|0001214659-26-010850|nonDerivative|2026-08-22|Stansbury Henry Tayloe|M|Common Stock|91|0.00|D,2026-08-26 01:53:32+0000,FICO,FAIR ISAAC CORP,0000814547,4,2026-08-25,2026-08-22,0001214659-26-010850,https://www.sec.gov/Archives/edgar/data/814547/000121465926010850/marketforms-73801.xml,nonDerivative,2026-08-22,M,Common Stock,91,0.00,0.0,351,D,Stansbury Henry Tayloe,,true,false,false,,SEC EDGAR
FICO|0001214659-26-010850|derivative|2026-08-22|Stansbury Henry Tayloe|M|Restricted Stock Units|91|0.00|D,2026-08-26 01:53:32+0000,FICO,FAIR ISAAC CORP,0000814547,4,2026-08-25,2026-08-22,0001214659-26-010850,https://www.sec.gov/Archives/edgar/data/814547/000121465926010850/marketforms-73801.xml,derivative,2026-08-22,M,Restricted Stock Units,91,0.00,0.0,0,D,Stansbury Henry Tayloe,,true,false,false,,SEC EDGAR
FICO|0001214659-26-010849|nonDerivative|2026-08-21|KELLY BRADEN R|M|Common Stock|1682|391.57|D,2026-08-26 01:53:32+0000,FICO,FAIR ISAAC CORP,0000814547,4,2026-08-25,2026-08-21,0001214659-26-010849,https://www.sec.gov/Archives/edgar/data/814547/000121465926010849/marketforms-73799.xml,nonDerivative,2026-08-21,M,Common Stock,1682,391.57,658620.74,12554,D,KELLY BRADEN R,,true,false,false,,SEC EDGAR
FICO|0001214659-26-010849|nonDerivative|2026-08-24|KELLY BRADEN R|M|Common Stock|1386|455.13|D,2026-08-26 01:53:32+0000,FICO,FAIR ISAAC CORP,0000814547,4,2026-08-25,2026-08-21,0001214659-26-010849,https://www.sec.gov/Archives/edgar/data/814547/000121465926010849/marketforms-73799.xml,nonDerivative,2026-08-24,M,Common Stock,1386,455.13,630810.18,13940,D,KELLY BRADEN R,,true,false,false,,SEC EDGAR
FICO|0001214659-26-010849|nonDerivative|2026-08-24|KELLY BRADEN R|M|Common Stock|1285|475.46|D,2026-08-26 01:53:32+0000,FICO,FAIR ISAAC CORP,0000814547,4,2026-08-25,2026-08-21,0001214659-26-010849,https://www.sec.gov/Archives/edgar/data/814547/000121465926010849/marketforms-73799.xml,nonDerivative,2026-08-24,M,Common Stock,1285,475.46,610966.1,15225,D,KELLY BRADEN R,,true,false,false,,SEC EDGAR
FICO|0001214659-26-010849|derivative|2026-08-21|KELLY BRADEN R|M|Non-Qualified Stock Options (right to buy)|1682|0.00|D,2026-08-26 01:53:32+0000,FICO,FAIR ISAAC CORP,0000814547,4,2026-08-25,2026-08-21,0001214659-26-010849,https://www.sec.gov/Archives/edgar/data/814547/000121465926010849/marketforms-73799.xml,derivative,2026-08-21,M,Non-Qualified Stock Options (right to buy),1682,0.00,0.0,0,D,KELLY BRADEN R,,true,false,false,,SEC EDGAR
FICO|0001214659-26-010849|derivative|2026-08-24|KELLY BRADEN R|M|Non-Qualified Stock Options (right to buy)|1386|0.00|D,2026-08-26 01:53:32+0000,FICO,FAIR ISAAC CORP,0000814547,4,2026-08-25,2026-08-21,0001214659-26-010849,https://www.sec.gov/Archives/edgar/data/814547/000121465926010849/marketforms-73799.xml,derivative,2026-08-24,M,Non-Qualified Stock Options (right to buy),1386,0.00,0.0,0,D,KELLY BRADEN R,,true,false,false,,SEC EDGAR
FICO|0001214659-26-010849|derivative|2026-08-24|KELLY BRADEN R|M|Non-Qualified Stock Options (right to buy)|1285|0.00|D,2026-08-26 01:53:32+0000,FICO,FAIR ISAAC CORP,0000814547,4,2026-08-25,2026-08-21,0001214659-26-010849,https://www.sec.gov/Archives/edgar/data/814547/000121465926010849/marketforms-73799.xml,derivative,2026-08-24,M,Non-Qualified Stock Options (right to buy),1285,0.00,0.0,0,D,KELLY BRADEN R,,true,false,false,,SEC EDGAR
EXPE|0001225208-26-007317|nonDerivative|2026-08-24|Dzielak Robert J|S|Common Stock|1004.0000|335.0000|D,2026-08-26 01:53:32+0000,EXPE,"Expedia Group, Inc.",0001324424,4,2026-08-25,2026-08-24,0001225208-26-007317,https://www.sec.gov/Archives/edgar/data/1324424/000122520826007317/doc4.xml,nonDerivative,2026-08-24,S,Common Stock,1004.0000,335.0000,336340.0,104331.0000,D,Dzielak Robert J,"Officer, Chief Legal Officer & Sec'y",,1,,Chief Legal Officer & Sec'y,SEC EDGAR
EOG|0000821189-26-000169|nonDerivative|2026-08-24|Yacob Ezra Y|S|Common Stock|35942|152.097|D,2026-08-26 01:53:32+0000,EOG,EOG RESOURCES INC,0000821189,4,2026-08-25,2026-08-24,0000821189-26-000169,https://www.sec.gov/Archives/edgar/data/821189/000082118926000169/form4.xml,nonDerivative,2026-08-24,S,Common Stock,35942,152.097,5466670.374000001,242450.747,D,Yacob Ezra Y,"Director, Officer, Chairman & CEO",1,1,,Chairman & CEO,SEC EDGAR
EL|0001628280-26-058803|nonDerivative|2026-08-21|La Lande Rashida|M|Class A Common  Stock|5564|92.87|D,2026-08-26 01:53:32+0000,EL,ESTEE LAUDER COMPANIES INC,0001001250,4,2026-08-25,2026-08-21,0001628280-26-058803,https://www.sec.gov/Archives/edgar/data/1001250/000162828026058803/wk-form4_1787673570.xml,nonDerivative,2026-08-21,M,Class A Common  Stock,5564,92.87,516728.68000000005,5564,D,La Lande Rashida,"Officer, Exec VP & General Counsel",0,1,0,Exec VP & General Counsel,SEC EDGAR
EL|0001628280-26-058803|nonDerivative|2026-08-21|La Lande Rashida|S|Class A Common  Stock|5564|99.55|D,2026-08-26 01:53:32+0000,EL,ESTEE LAUDER COMPANIES INC,0001001250,4,2026-08-25,2026-08-21,0001628280-26-058803,https://www.sec.gov/Archives/edgar/data/1001250/000162828026058803/wk-form4_1787673570.xml,nonDerivative,2026-08-21,S,Class A Common  Stock,5564,99.55,553896.2,0,D,La Lande Rashida,"Officer, Exec VP & General Counsel",0,1,0,Exec VP & General Counsel,SEC EDGAR
EL|0001628280-26-058803|derivative|2026-08-21|La Lande Rashida|M|Stock Option (Right to Buy)|5564|92.87|D,2026-08-26 01:53:32+0000,EL,ESTEE LAUDER COMPANIES INC,0001001250,4,2026-08-25,2026-08-21,0001628280-26-058803,https://www.sec.gov/Archives/edgar/data/1001250/000162828026058803/wk-form4_1787673570.xml,derivative,2026-08-21,M,Stock Option (Right to Buy),5564,92.87,516728.68000000005,11129,D,La Lande Rashida,"Officer, Exec VP & General Counsel",0,1,0,Exec VP & General Counsel,SEC EDGAR
DXCM|0001093557-26-000158|nonDerivative|2026-08-22|Sylvain Jereme M|F|Common Stock|1451|92.34|D,2026-08-26 01:53:32+0000,DXCM,DEXCOM INC,0001093557,4,2026-08-25,2026-08-22,0001093557-26-000158,https://www.sec.gov/Archives/edgar/data/1093557/000109355726000158/wk-form4_1787688882.xml,nonDerivative,2026-08-22,F,Common Stock,1451,92.34,133985.34,150390,D,Sylvain Jereme M,"Officer, EVP, Chief Financal Officer",0,1,0,"EVP, Chief Financal Officer",SEC EDGAR
DXCM|0001093557-26-000156|nonDerivative|2026-08-22|Stern Sadie|F|Common Stock|1451|92.34|D,2026-08-26 01:53:32+0000,DXCM,DEXCOM INC,0001093557,4,2026-08-25,2026-08-22,0001093557-26-000156,https://www.sec.gov/Archives/edgar/data/1093557/000109355726000156/wk-form4_1787688867.xml,nonDerivative,2026-08-22,F,Common Stock,1451,92.34,133985.34,128608,D,Stern Sadie,"Officer, EVP Chief People & Culture Off",0,1,0,EVP Chief People & Culture Off,SEC EDGAR
