unique_key,collected_at_utc,ticker,company_name,cik,form,filing_date,report_date,accession_number,filing_url,transaction_table,transaction_date,transaction_code,security_title,shares,price,total_amount,shares_owned_after,ownership_type,reporting_owner,relationship,is_director,is_officer,is_ten_percent_owner,officer_title,source
VZ|0002111103-26-000035|derivative|2026-08-27|Villanueva Rodriguez Alfonso|A|Phantom Stock (unitized)|123.236|14.11|I,2026-09-03 04:15:26+0000,VZ,VERIZON COMMUNICATIONS INC,0000732712,4,2026-08-31,2026-08-27,0002111103-26-000035,https://www.sec.gov/Archives/edgar/data/732712/000211110326000035/wk-form4_1788192495.xml,derivative,2026-08-27,A,Phantom Stock (unitized),123.236,14.11,1738.85996,7086.157,I,Villanueva Rodriguez Alfonso,"Officer, EVP and Group CEO-VZ Consumer",0,1,0,EVP and Group CEO-VZ Consumer,SEC EDGAR
VZ|0001950027-26-000045|derivative|2026-08-27|Venkatesh Vandana|A|Phantom Stock (unitized)|90.518|14.11|I,2026-09-03 04:15:26+0000,VZ,VERIZON COMMUNICATIONS INC,0000732712,4,2026-08-31,2026-08-27,0001950027-26-000045,https://www.sec.gov/Archives/edgar/data/732712/000195002726000045/wk-form4_1788192446.xml,derivative,2026-08-27,A,Phantom Stock (unitized),90.518,14.11,1277.2089799999999,57929.963,I,Venkatesh Vandana,"Officer, EVP and Chief Legal Officer",0,1,0,EVP and Chief Legal Officer,SEC EDGAR
VZ|0001750052-26-000044|derivative|2026-08-27|Stillwell Mary-Lee|A|Phantom Stock (unitized)|41.442|14.11|I,2026-09-03 04:15:26+0000,VZ,VERIZON COMMUNICATIONS INC,0000732712,4,2026-08-31,2026-08-27,0001750052-26-000044,https://www.sec.gov/Archives/edgar/data/732712/000175005226000044/wk-form4_1788192371.xml,derivative,2026-08-27,A,Phantom Stock (unitized),41.442,14.11,584.74662,17102.89,I,Stillwell Mary-Lee,"Officer, SVP and Controller",0,1,0,SVP and Controller,SEC EDGAR
VZ|0001578926-26-000042|derivative|2026-08-27|Skiadas Anthony T|A|Phantom Stock (unitized)|123.236|14.11|I,2026-09-03 04:15:26+0000,VZ,VERIZON COMMUNICATIONS INC,0000732712,4,2026-08-31,2026-08-27,0001578926-26-000042,https://www.sec.gov/Archives/edgar/data/732712/000157892626000042/wk-form4_1788192327.xml,derivative,2026-08-27,A,Phantom Stock (unitized),123.236,14.11,1738.85996,146989.715,I,Skiadas Anthony T,"Officer, EVP and CFO",0,1,0,EVP and CFO,SEC EDGAR
VZ|0001215315-26-000038|derivative|2026-08-27|SCHULMAN DANIEL H|A|Phantom Stock (unitized)|188.671|14.11|I,2026-09-03 04:15:26+0000,VZ,VERIZON COMMUNICATIONS INC,0000732712,4,2026-08-31,2026-08-27,0001215315-26-000038,https://www.sec.gov/Archives/edgar/data/732712/000121531526000038/wk-form4_1788192203.xml,derivative,2026-08-27,A,Phantom Stock (unitized),188.671,14.11,2662.14781,9222.315,I,SCHULMAN DANIEL H,"Director, Officer, CEO",1,1,0,CEO,SEC EDGAR
VZ|0001968243-26-000046|derivative|2026-08-27|Russo Joseph J.|A|Phantom Stock (unitized)|78.249|14.11|I,2026-09-03 04:15:26+0000,VZ,VERIZON COMMUNICATIONS INC,0000732712,4,2026-08-31,2026-08-27,0001968243-26-000046,https://www.sec.gov/Archives/edgar/data/732712/000196824326000046/wk-form4_1788192286.xml,derivative,2026-08-27,A,Phantom Stock (unitized),78.249,14.11,1104.09339,84873.655,I,Russo Joseph J.,"Officer, EVP&Pres-Global Networks&Tech",0,1,0,EVP&Pres-Global Networks&Tech,SEC EDGAR
VZ|0001760581-26-000048|derivative|2026-08-27|Malady Kyle|A|Phantom Stock (unitized)|123.236|14.11|I,2026-09-03 04:15:26+0000,VZ,VERIZON COMMUNICATIONS INC,0000732712,4,2026-08-31,2026-08-27,0001760581-26-000048,https://www.sec.gov/Archives/edgar/data/732712/000176058126000048/wk-form4_1788192250.xml,derivative,2026-08-27,A,Phantom Stock (unitized),123.236,14.11,1738.85996,424261.753,I,Malady Kyle,"Officer, EVP and Group CEO-VZ Business",0,1,0,EVP and Group CEO-VZ Business,SEC EDGAR
VRTX|0000875320-26-000261|nonDerivative|2026-08-27|SACHS BRUCE I|G|Common Stock|6000|0|D,2026-09-03 04:15:26+0000,VRTX,VERTEX PHARMACEUTICALS INC / MA,0000875320,4,2026-08-31,2026-08-27,0000875320-26-000261,https://www.sec.gov/Archives/edgar/data/875320/000087532026000261/wk-form4_1788207608.xml,nonDerivative,2026-08-27,G,Common Stock,6000,0,0.0,39000,D,SACHS BRUCE I,Director,1,0,0,,SEC EDGAR
VRSN|0001869319-26-000010|nonDerivative|2026-08-27|Armstrong Courtney D|P|Common Stock|14.401|293.444|I,2026-09-03 04:15:26+0000,VRSN,VERISIGN INC/CA,0001014473,4,2026-08-31,2026-08-27,0001869319-26-000010,https://www.sec.gov/Archives/edgar/data/1014473/000186931926000010/wk-form4_1788208788.xml,nonDerivative,2026-08-27,P,Common Stock,14.401,293.444,4225.887044,5231.679,I,Armstrong Courtney D,Director,1,0,0,,SEC EDGAR
VRSN|0001869319-26-000010|nonDerivative|2026-08-27|Armstrong Courtney D|P|Common Stock|4.91|294.38|D,2026-09-03 04:15:26+0000,VRSN,VERISIGN INC/CA,0001014473,4,2026-08-31,2026-08-27,0001869319-26-000010,https://www.sec.gov/Archives/edgar/data/1014473/000186931926000010/wk-form4_1788208788.xml,nonDerivative,2026-08-27,P,Common Stock,4.91,294.38,1445.4058,1789.466,D,Armstrong Courtney D,Director,1,0,0,,SEC EDGAR
"USB|0001225208-26-007397|nonDerivative|2026-08-28|Kedia Gunjan|M|Common Stock, $0.01 par value|27267.0000|55.0100|D",2026-09-03 04:15:26+0000,USB,US BANCORP \DE\,0000036104,4,2026-08-31,2026-08-28,0001225208-26-007397,https://www.sec.gov/Archives/edgar/data/36104/000122520826007397/doc4.xml,nonDerivative,2026-08-28,M,"Common Stock, $0.01 par value",27267.0000,55.0100,1499957.67,453529.0000,D,Kedia Gunjan,"Director, Officer, President & CEO",1,1,,President & CEO,SEC EDGAR
"USB|0001225208-26-007397|nonDerivative|2026-08-28|Kedia Gunjan|S|Common Stock, $0.01 par value|27267.0000|62.3710|D",2026-09-03 04:15:26+0000,USB,US BANCORP \DE\,0000036104,4,2026-08-31,2026-08-28,0001225208-26-007397,https://www.sec.gov/Archives/edgar/data/36104/000122520826007397/doc4.xml,nonDerivative,2026-08-28,S,"Common Stock, $0.01 par value",27267.0000,62.3710,1700670.057,426262.0000,D,Kedia Gunjan,"Director, Officer, President & CEO",1,1,,President & CEO,SEC EDGAR
USB|0001225208-26-007397|derivative|2026-08-28|Kedia Gunjan|M|Employee Stock Option (Right to Buy)|27267.0000|0.0000|D,2026-09-03 04:15:26+0000,USB,US BANCORP \DE\,0000036104,4,2026-08-31,2026-08-28,0001225208-26-007397,https://www.sec.gov/Archives/edgar/data/36104/000122520826007397/doc4.xml,derivative,2026-08-28,M,Employee Stock Option (Right to Buy),27267.0000,0.0000,0.0,0.0000,D,Kedia Gunjan,"Director, Officer, President & CEO",1,1,,President & CEO,SEC EDGAR
TXN|0000097476-26-000156|nonDerivative|2026-08-27|Abraham Tsedeniya|M|Common Stock|1365|79.26|D,2026-09-03 04:15:26+0000,TXN,TEXAS INSTRUMENTS INC,0000097476,4,2026-08-31,2026-08-27,0000097476-26-000156,https://www.sec.gov/Archives/edgar/data/97476/000009747626000156/wk-form4_1788207928.xml,nonDerivative,2026-08-27,M,Common Stock,1365,79.26,108189.90000000001,30181,D,Abraham Tsedeniya,"Officer, Sr. Vice President",0,1,0,Sr. Vice President,SEC EDGAR
TXN|0000097476-26-000156|nonDerivative|2026-08-27|Abraham Tsedeniya|S|Common Stock|6408|264.60|D,2026-09-03 04:15:26+0000,TXN,TEXAS INSTRUMENTS INC,0000097476,4,2026-08-31,2026-08-27,0000097476-26-000156,https://www.sec.gov/Archives/edgar/data/97476/000009747626000156/wk-form4_1788207928.xml,nonDerivative,2026-08-27,S,Common Stock,6408,264.60,1695556.8,23773,D,Abraham Tsedeniya,"Officer, Sr. Vice President",0,1,0,Sr. Vice President,SEC EDGAR
TXN|0000097476-26-000156|nonDerivative|2026-08-27|Abraham Tsedeniya|S|Common Stock|592|264.96|D,2026-09-03 04:15:26+0000,TXN,TEXAS INSTRUMENTS INC,0000097476,4,2026-08-31,2026-08-27,0000097476-26-000156,https://www.sec.gov/Archives/edgar/data/97476/000009747626000156/wk-form4_1788207928.xml,nonDerivative,2026-08-27,S,Common Stock,592,264.96,156856.31999999998,23181,D,Abraham Tsedeniya,"Officer, Sr. Vice President",0,1,0,Sr. Vice President,SEC EDGAR
TXN|0000097476-26-000156|derivative|2026-08-27|Abraham Tsedeniya|M|NQ Stock Option (Right to Buy)|1365|0|D,2026-09-03 04:15:26+0000,TXN,TEXAS INSTRUMENTS INC,0000097476,4,2026-08-31,2026-08-27,0000097476-26-000156,https://www.sec.gov/Archives/edgar/data/97476/000009747626000156/wk-form4_1788207928.xml,derivative,2026-08-27,M,NQ Stock Option (Right to Buy),1365,0,0.0,0,D,Abraham Tsedeniya,"Officer, Sr. Vice President",0,1,0,Sr. Vice President,SEC EDGAR
TRV|0000086312-26-000166|nonDerivative|2026-08-28|OLIVO MARIA|S|Common Stock|6000|369.8575|D,2026-09-03 04:15:26+0000,TRV,"TRAVELERS COMPANIES, INC.",0000086312,4,2026-08-31,2026-08-28,0000086312-26-000166,https://www.sec.gov/Archives/edgar/data/86312/000008631226000166/form4.xml,nonDerivative,2026-08-28,S,Common Stock,6000,369.8575,2219145.0,118742.457,D,OLIVO MARIA,"Officer, EVP, ERM & Chief Risk Officer",,1,,"EVP, ERM & Chief Risk Officer",SEC EDGAR
TPL|0001437749-26-029258|nonDerivative|2026-08-28|HORIZON KINETICS ASSET MANAGEMENT LLC|P|Common Stock|1|364.42|D,2026-09-03 04:15:26+0000,TPL,Texas Pacific Land Corp,0001811074,4,2026-08-31,2026-08-28,0001437749-26-029258,https://www.sec.gov/Archives/edgar/data/1811074/000143774926029258/rdgdoc.xml,nonDerivative,2026-08-28,P,Common Stock,1,364.42,364.42,3244020,D,HORIZON KINETICS ASSET MANAGEMENT LLC,10% Owner,,,1,,SEC EDGAR
SNPS|0001249802-26-000008|nonDerivative|2026-08-28|DE GEUS AART|M|Common Stock|25000|135.88|D,2026-09-03 04:15:26+0000,SNPS,SYNOPSYS INC,0000883241,4,2026-08-31,2026-08-28,0001249802-26-000008,https://www.sec.gov/Archives/edgar/data/883241/000124980226000008/edgardoc.xml,nonDerivative,2026-08-28,M,Common Stock,25000,135.88,3397000.0,145421,D,DE GEUS AART,"Director, Officer, EXECUTIVE CHAIR",1,1,0,EXECUTIVE CHAIR,SEC EDGAR
SNPS|0001249802-26-000008|nonDerivative|2026-08-28|DE GEUS AART|S|Common Stock|25000|445.5502|D,2026-09-03 04:15:26+0000,SNPS,SYNOPSYS INC,0000883241,4,2026-08-31,2026-08-28,0001249802-26-000008,https://www.sec.gov/Archives/edgar/data/883241/000124980226000008/edgardoc.xml,nonDerivative,2026-08-28,S,Common Stock,25000,445.5502,11138755.0,120421,D,DE GEUS AART,"Director, Officer, EXECUTIVE CHAIR",1,1,0,EXECUTIVE CHAIR,SEC EDGAR
SNPS|0001249802-26-000008|derivative|2026-08-28|DE GEUS AART|M|Non-Qualified Stock Option (right to buy)|25000|0.0|D,2026-09-03 04:15:26+0000,SNPS,SYNOPSYS INC,0000883241,4,2026-08-31,2026-08-28,0001249802-26-000008,https://www.sec.gov/Archives/edgar/data/883241/000124980226000008/edgardoc.xml,derivative,2026-08-28,M,Non-Qualified Stock Option (right to buy),25000,0.0,0.0,49641,D,DE GEUS AART,"Director, Officer, EXECUTIVE CHAIR",1,1,0,EXECUTIVE CHAIR,SEC EDGAR
SMCI|0002104631-26-000016|derivative|2026-08-27|Xiao Jin|A|Restricted Stock Units|2112|0|D,2026-09-03 04:15:26+0000,SMCI,"Super Micro Computer, Inc.",0001375365,4,2026-08-31,2026-08-27,0002104631-26-000016,https://www.sec.gov/Archives/edgar/data/1375365/000210463126000016/wk-form4_1788213715.xml,derivative,2026-08-27,A,Restricted Stock Units,2112,0,0.0,2112,D,Xiao Jin,"Officer, Sr. Corporate VP, Engineering",0,1,0,"Sr. Corporate VP, Engineering",SEC EDGAR
SMCI|0001777404-26-000014|derivative|2026-08-27|WEIGAND DAVID E|A|Restricted Stock Units|24093|0|D,2026-09-03 04:15:26+0000,SMCI,"Super Micro Computer, Inc.",0001375365,4,2026-08-31,2026-08-27,0001777404-26-000014,https://www.sec.gov/Archives/edgar/data/1375365/000177740426000014/wk-form4_1788213771.xml,derivative,2026-08-27,A,Restricted Stock Units,24093,0,0.0,24093,D,WEIGAND DAVID E,"Officer, SVP, Chief Financial Officer",0,1,0,"SVP, Chief Financial Officer",SEC EDGAR
SMCI|0002135314-26-000012|derivative|2026-08-27|Malyala Vikranth|A|Restricted Stock Units|8060|0|D,2026-09-03 04:15:26+0000,SMCI,"Super Micro Computer, Inc.",0001375365,4,2026-08-31,2026-08-27,0002135314-26-000012,https://www.sec.gov/Archives/edgar/data/1375365/000213531426000012/wk-form4_1788213735.xml,derivative,2026-08-27,A,Restricted Stock Units,8060,0,0.0,8060,D,Malyala Vikranth,"Officer, SVP, Chief Business Officer",0,1,0,"SVP, Chief Business Officer",SEC EDGAR
"SLB|0000087347-26-000120|nonDerivative|2026-08-31|Le Peuch Olivier|S|Common Stock, $0.01 Par Value Per Share|5000|60.00|D",2026-09-03 04:15:26+0000,SLB,SLB LIMITED/NV,0000087347,4,2026-08-31,2026-08-31,0000087347-26-000120,https://www.sec.gov/Archives/edgar/data/87347/000008734726000120/form4.xml,nonDerivative,2026-08-31,S,"Common Stock, $0.01 Par Value Per Share",5000,60.00,300000.0,1331328,D,Le Peuch Olivier,"Director, Officer, Chief Executive Officer",1,1,,Chief Executive Officer,SEC EDGAR
SJM|0000091419-26-000081|nonDerivative|2026-08-28|Marshall Tucker H|M|Common Shares|7389|108.90|D,2026-09-03 04:15:26+0000,SJM,J M SMUCKER Co,0000091419,4,2026-08-31,2026-08-28,0000091419-26-000081,https://www.sec.gov/Archives/edgar/data/91419/000009141926000081/wk-form4_1788209286.xml,nonDerivative,2026-08-28,M,Common Shares,7389,108.90,804662.1000000001,46088,D,Marshall Tucker H,"Officer, Chief Financial Officer",0,1,0,Chief Financial Officer,SEC EDGAR
SJM|0000091419-26-000081|nonDerivative|2026-08-28|Marshall Tucker H|M|Common Shares|11093|125.82|D,2026-09-03 04:15:26+0000,SJM,J M SMUCKER Co,0000091419,4,2026-08-31,2026-08-28,0000091419-26-000081,https://www.sec.gov/Archives/edgar/data/91419/000009141926000081/wk-form4_1788209286.xml,nonDerivative,2026-08-28,M,Common Shares,11093,125.82,1395721.26,57181,D,Marshall Tucker H,"Officer, Chief Financial Officer",0,1,0,Chief Financial Officer,SEC EDGAR
SJM|0000091419-26-000081|nonDerivative|2026-08-28|Marshall Tucker H|S|Common Shares|7389|132.26|D,2026-09-03 04:15:26+0000,SJM,J M SMUCKER Co,0000091419,4,2026-08-31,2026-08-28,0000091419-26-000081,https://www.sec.gov/Archives/edgar/data/91419/000009141926000081/wk-form4_1788209286.xml,nonDerivative,2026-08-28,S,Common Shares,7389,132.26,977269.1399999999,49792,D,Marshall Tucker H,"Officer, Chief Financial Officer",0,1,0,Chief Financial Officer,SEC EDGAR
SJM|0000091419-26-000081|nonDerivative|2026-08-28|Marshall Tucker H|S|Common Shares|11093|131.91|D,2026-09-03 04:15:26+0000,SJM,J M SMUCKER Co,0000091419,4,2026-08-31,2026-08-28,0000091419-26-000081,https://www.sec.gov/Archives/edgar/data/91419/000009141926000081/wk-form4_1788209286.xml,nonDerivative,2026-08-28,S,Common Shares,11093,131.91,1463277.63,38699,D,Marshall Tucker H,"Officer, Chief Financial Officer",0,1,0,Chief Financial Officer,SEC EDGAR
SJM|0000091419-26-000081|derivative|2026-08-28|Marshall Tucker H|M|Option Common Shares|7389|108.90|D,2026-09-03 04:15:26+0000,SJM,J M SMUCKER Co,0000091419,4,2026-08-31,2026-08-28,0000091419-26-000081,https://www.sec.gov/Archives/edgar/data/91419/000009141926000081/wk-form4_1788209286.xml,derivative,2026-08-28,M,Option Common Shares,7389,108.90,804662.1000000001,0,D,Marshall Tucker H,"Officer, Chief Financial Officer",0,1,0,Chief Financial Officer,SEC EDGAR
SJM|0000091419-26-000081|derivative|2026-08-28|Marshall Tucker H|M|Option Common Shares|11093|125.82|D,2026-09-03 04:15:26+0000,SJM,J M SMUCKER Co,0000091419,4,2026-08-31,2026-08-28,0000091419-26-000081,https://www.sec.gov/Archives/edgar/data/91419/000009141926000081/wk-form4_1788209286.xml,derivative,2026-08-28,M,Option Common Shares,11093,125.82,1395721.26,0,D,Marshall Tucker H,"Officer, Chief Financial Officer",0,1,0,Chief Financial Officer,SEC EDGAR
SCHW|0001879974-26-000010|nonDerivative|2026-08-28|Hathi Neesha|M|Common Stock|3177|52.05|D,2026-09-03 04:15:26+0000,SCHW,SCHWAB CHARLES CORP,0000316709,4,2026-08-31,2026-08-28,0001879974-26-000010,https://www.sec.gov/Archives/edgar/data/316709/000187997426000010/wk-form4_1788215398.xml,nonDerivative,2026-08-28,M,Common Stock,3177,52.05,165362.84999999998,0,D,Hathi Neesha,"Officer, MD, Head Wealth Adv, Bnk, Tst",0,1,0,"MD, Head Wealth Adv, Bnk, Tst",SEC EDGAR
SCHW|0001879974-26-000010|nonDerivative|2026-08-28|Hathi Neesha|S|Common Stock|3177|108.1201|I,2026-09-03 04:15:26+0000,SCHW,SCHWAB CHARLES CORP,0000316709,4,2026-08-31,2026-08-28,0001879974-26-000010,https://www.sec.gov/Archives/edgar/data/316709/000187997426000010/wk-form4_1788215398.xml,nonDerivative,2026-08-28,S,Common Stock,3177,108.1201,343497.5577,0,I,Hathi Neesha,"Officer, MD, Head Wealth Adv, Bnk, Tst",0,1,0,"MD, Head Wealth Adv, Bnk, Tst",SEC EDGAR
SCHW|0001879974-26-000010|derivative|2026-08-28|Hathi Neesha|M|Nonqualified Stock Option (right to buy)|3177|0|D,2026-09-03 04:15:26+0000,SCHW,SCHWAB CHARLES CORP,0000316709,4,2026-08-31,2026-08-28,0001879974-26-000010,https://www.sec.gov/Archives/edgar/data/316709/000187997426000010/wk-form4_1788215398.xml,derivative,2026-08-28,M,Nonqualified Stock Option (right to buy),3177,0,0.0,3177,D,Hathi Neesha,"Officer, MD, Head Wealth Adv, Bnk, Tst",0,1,0,"MD, Head Wealth Adv, Bnk, Tst",SEC EDGAR
SCHW|0001296479-26-000014|nonDerivative|2026-08-28|Bettinger Walter W|M|Common Stock|74388|46.81|I,2026-09-03 04:15:26+0000,SCHW,SCHWAB CHARLES CORP,0000316709,4,2026-08-31,2026-08-28,0001296479-26-000014,https://www.sec.gov/Archives/edgar/data/316709/000129647926000014/wk-form4_1788219574.xml,nonDerivative,2026-08-28,M,Common Stock,74388,46.81,3482102.2800000003,684748,I,Bettinger Walter W,"Director, Officer, Co-Chairman",1,1,0,Co-Chairman,SEC EDGAR
SCHW|0001296479-26-000014|nonDerivative|2026-08-28|Bettinger Walter W|S|Common Stock|74388|110.9137|I,2026-09-03 04:15:26+0000,SCHW,SCHWAB CHARLES CORP,0000316709,4,2026-08-31,2026-08-28,0001296479-26-000014,https://www.sec.gov/Archives/edgar/data/316709/000129647926000014/wk-form4_1788219574.xml,nonDerivative,2026-08-28,S,Common Stock,74388,110.9137,8250648.3156,610360,I,Bettinger Walter W,"Director, Officer, Co-Chairman",1,1,0,Co-Chairman,SEC EDGAR
SCHW|0001296479-26-000014|derivative|2026-08-28|Bettinger Walter W|M|Nonqualified Stock Option (right to buy)|74388|0|D,2026-09-03 04:15:26+0000,SCHW,SCHWAB CHARLES CORP,0000316709,4,2026-08-31,2026-08-28,0001296479-26-000014,https://www.sec.gov/Archives/edgar/data/316709/000129647926000014/wk-form4_1788219574.xml,derivative,2026-08-28,M,Nonqualified Stock Option (right to buy),74388,0,0.0,154589,D,Bettinger Walter W,"Director, Officer, Co-Chairman",1,1,0,Co-Chairman,SEC EDGAR
RJF|0001225208-26-007407|nonDerivative|2026-08-28|Allaire Bella Loykhter|S|Common Stock|7500.0000|177.5975|D,2026-09-03 04:15:26+0000,RJF,RAYMOND JAMES FINANCIAL INC,0000720005,4,2026-08-31,2026-08-28,0001225208-26-007407,https://www.sec.gov/Archives/edgar/data/720005/000122520826007407/doc4.xml,nonDerivative,2026-08-28,S,Common Stock,7500.0000,177.5975,1331981.25,46086.0000,D,Allaire Bella Loykhter,"Officer, Chief Admin Officer",,1,,Chief Admin Officer,SEC EDGAR
QCOM|0000804328-26-000093|nonDerivative|2026-08-31|Grech Patricia Y|S|Common Stock|208|170.0|I,2026-09-03 04:15:26+0000,QCOM,QUALCOMM INC/DE,0000804328,4,2026-08-31,2026-08-31,0000804328-26-000093,https://www.sec.gov/Archives/edgar/data/804328/000080432826000093/edgardoc.xml,nonDerivative,2026-08-31,S,Common Stock,208,170.0,35360.0,0,I,Grech Patricia Y,"Officer, SVP, Chief Accounting Officer",0,1,0,"SVP, Chief Accounting Officer",SEC EDGAR
PAYC|0001193125-26-376762|nonDerivative|2026-08-27|Hadlock Terrell Shane|S|Common Stock|1639|237.00|D,2026-09-03 04:15:26+0000,PAYC,"Paycom Software, Inc.",0001590955,4,2026-08-31,2026-08-27,0001193125-26-376762,https://www.sec.gov/Archives/edgar/data/1590955/000119312526376762/ownership.xml,nonDerivative,2026-08-27,S,Common Stock,1639,237.00,388443.0,71090,D,Hadlock Terrell Shane,President/Chief Client Officer,false,true,false,President/Chief Client Officer,SEC EDGAR
PAYC|0001193125-26-376762|nonDerivative|2026-08-27|Hadlock Terrell Shane|S|Common Stock|938|238.66|D,2026-09-03 04:15:26+0000,PAYC,"Paycom Software, Inc.",0001590955,4,2026-08-31,2026-08-27,0001193125-26-376762,https://www.sec.gov/Archives/edgar/data/1590955/000119312526376762/ownership.xml,nonDerivative,2026-08-27,S,Common Stock,938,238.66,223863.08,70152,D,Hadlock Terrell Shane,President/Chief Client Officer,false,true,false,President/Chief Client Officer,SEC EDGAR
PAYC|0001193125-26-376762|nonDerivative|2026-08-28|Hadlock Terrell Shane|S|Common Stock|241|240.07|D,2026-09-03 04:15:26+0000,PAYC,"Paycom Software, Inc.",0001590955,4,2026-08-31,2026-08-27,0001193125-26-376762,https://www.sec.gov/Archives/edgar/data/1590955/000119312526376762/ownership.xml,nonDerivative,2026-08-28,S,Common Stock,241,240.07,57856.869999999995,69911,D,Hadlock Terrell Shane,President/Chief Client Officer,false,true,false,President/Chief Client Officer,SEC EDGAR
NOW|0001659774-26-000012|nonDerivative|2026-08-27|Chamberlain Paul Edward|S|Common Stock|2700|135.5004|D,2026-09-03 04:15:26+0000,NOW,"ServiceNow, Inc.",0001373715,4,2026-08-31,2026-08-27,0001659774-26-000012,https://www.sec.gov/Archives/edgar/data/1373715/000165977426000012/wk-form4_1788208314.xml,nonDerivative,2026-08-27,S,Common Stock,2700,135.5004,365851.08,43990,D,Chamberlain Paul Edward,Director,1,0,0,,SEC EDGAR
"MTD|0001037646-26-000065|nonDerivative|2026-08-27|Kaltenbach Patrick|M|Common Stock, par value $0.01 per share|942|1024.55|D",2026-09-03 04:15:26+0000,MTD,METTLER TOLEDO INTERNATIONAL INC/,0001037646,4,2026-08-31,2026-08-27,0001037646-26-000065,https://www.sec.gov/Archives/edgar/data/1037646/000103764626000065/form4.xml,nonDerivative,2026-08-27,M,"Common Stock, par value $0.01 per share",942,1024.55,965126.1,5422,D,Kaltenbach Patrick,"Officer, President and CEO",0,1,0,President and CEO,SEC EDGAR
"MTD|0001037646-26-000065|nonDerivative|2026-08-27|Kaltenbach Patrick|S|Common Stock, par value $0.01 per share|942|1425.00|D",2026-09-03 04:15:26+0000,MTD,METTLER TOLEDO INTERNATIONAL INC/,0001037646,4,2026-08-31,2026-08-27,0001037646-26-000065,https://www.sec.gov/Archives/edgar/data/1037646/000103764626000065/form4.xml,nonDerivative,2026-08-27,S,"Common Stock, par value $0.01 per share",942,1425.00,1342350.0,4480,D,Kaltenbach Patrick,"Officer, President and CEO",0,1,0,President and CEO,SEC EDGAR
MTD|0001037646-26-000065|derivative|2026-08-27|Kaltenbach Patrick|M|Stock Option (right to buy)|942|0|D,2026-09-03 04:15:26+0000,MTD,METTLER TOLEDO INTERNATIONAL INC/,0001037646,4,2026-08-31,2026-08-27,0001037646-26-000065,https://www.sec.gov/Archives/edgar/data/1037646/000103764626000065/form4.xml,derivative,2026-08-27,M,Stock Option (right to buy),942,0,0.0,4413,D,Kaltenbach Patrick,"Officer, President and CEO",0,1,0,President and CEO,SEC EDGAR
MRNA|0001682852-26-000155|nonDerivative|2026-08-27|Mock James M|M|Common Stock|774||D,2026-09-03 04:15:26+0000,MRNA,"Moderna, Inc.",0001682852,4,2026-08-31,2026-08-27,0001682852-26-000155,https://www.sec.gov/Archives/edgar/data/1682852/000168285226000155/form4.xml,nonDerivative,2026-08-27,M,Common Stock,774,,,67210,D,Mock James M,"Officer, Chief Financial Officer",,1,,Chief Financial Officer,SEC EDGAR
MRNA|0001682852-26-000155|nonDerivative|2026-08-27|Mock James M|F|Common Stock|375|149.66|D,2026-09-03 04:15:26+0000,MRNA,"Moderna, Inc.",0001682852,4,2026-08-31,2026-08-27,0001682852-26-000155,https://www.sec.gov/Archives/edgar/data/1682852/000168285226000155/form4.xml,nonDerivative,2026-08-27,F,Common Stock,375,149.66,56122.5,66835,D,Mock James M,"Officer, Chief Financial Officer",,1,,Chief Financial Officer,SEC EDGAR
MRNA|0001682852-26-000155|nonDerivative|2026-08-28|Mock James M|M|Common Stock|329||D,2026-09-03 04:15:26+0000,MRNA,"Moderna, Inc.",0001682852,4,2026-08-31,2026-08-27,0001682852-26-000155,https://www.sec.gov/Archives/edgar/data/1682852/000168285226000155/form4.xml,nonDerivative,2026-08-28,M,Common Stock,329,,,67164,D,Mock James M,"Officer, Chief Financial Officer",,1,,Chief Financial Officer,SEC EDGAR
MRNA|0001682852-26-000155|nonDerivative|2026-08-28|Mock James M|F|Common Stock|160|142.77|D,2026-09-03 04:15:26+0000,MRNA,"Moderna, Inc.",0001682852,4,2026-08-31,2026-08-27,0001682852-26-000155,https://www.sec.gov/Archives/edgar/data/1682852/000168285226000155/form4.xml,nonDerivative,2026-08-28,F,Common Stock,160,142.77,22843.2,67004,D,Mock James M,"Officer, Chief Financial Officer",,1,,Chief Financial Officer,SEC EDGAR
MRNA|0001682852-26-000155|derivative|2026-08-27|Mock James M|M|Restricted Stock Units|774|0|D,2026-09-03 04:15:26+0000,MRNA,"Moderna, Inc.",0001682852,4,2026-08-31,2026-08-27,0001682852-26-000155,https://www.sec.gov/Archives/edgar/data/1682852/000168285226000155/form4.xml,derivative,2026-08-27,M,Restricted Stock Units,774,0,0.0,4642,D,Mock James M,"Officer, Chief Financial Officer",,1,,Chief Financial Officer,SEC EDGAR
MRNA|0001682852-26-000155|derivative|2026-08-28|Mock James M|M|Restricted Stock Units|329|0|D,2026-09-03 04:15:26+0000,MRNA,"Moderna, Inc.",0001682852,4,2026-08-31,2026-08-27,0001682852-26-000155,https://www.sec.gov/Archives/edgar/data/1682852/000168285226000155/form4.xml,derivative,2026-08-28,M,Restricted Stock Units,329,0,0.0,658,D,Mock James M,"Officer, Chief Financial Officer",,1,,Chief Financial Officer,SEC EDGAR
